Iteration result of potential using 2D Gauss-Seidel relaxation method

Parameters : 
x \in [0.00000000e+000, 1.00000000e+002], y \in [0.00000000e+000, 1.00000000e+002]
Boundary value : all 0 
n_x = 100, n_y = 100, max_dif_tar = 1.00000001e-010

   omega    iterations
0.000000e+000 6697
3.747087e-001 3452
6.062914e-001 2031
9.810000e-001 1113
7.494173e-001 1279
8.378741e-001 835
8.925433e-001 558
9.263307e-001 357
9.472125e-001 243
9.601182e-001 313
9.392364e-001 238
9.343069e-001 300
9.422830e-001 237
9.441659e-001 228
9.453296e-001 227
9.460488e-001 225
9.464933e-001 230
9.457741e-001 225
9.456043e-001 226

\omega_b = 9.457741e-001, iteration =  225

       x             y           f(x)       
2.00000000e+000 7.00000000e+000 -6.79707910e-007
2.00000000e+000 8.00000000e+000 -7.76741615e-007
2.00000000e+000 9.00000000e+000 -8.73726265e-007
2.00000000e+000 1.00000000e+001 -9.70646965e-007
2.00000000e+000 1.10000000e+001 -1.06746893e-006
2.00000000e+000 1.20000000e+001 -1.16417425e-006
2.00000000e+000 1.30000000e+001 -1.26072086e-006
2.00000000e+000 1.40000000e+001 -1.35706102e-006
2.00000000e+000 1.50000000e+001 -1.45316505e-006
2.00000000e+000 1.60000000e+001 -1.54896122e-006
2.00000000e+000 1.70000000e+001 -1.64440019e-006
2.00000000e+000 1.80000000e+001 -1.73938713e-006
2.00000000e+000 1.90000000e+001 -1.83385555e-006
2.00000000e+000 2.00000000e+001 -1.92771336e-006
2.00000000e+000 2.10000000e+001 -2.02086471e-006
2.00000000e+000 2.20000000e+001 -2.11320230e-006
2.00000000e+000 2.30000000e+001 -2.20459901e-006
2.00000000e+000 2.40000000e+001 -2.29493935e-006
2.00000000e+000 2.50000000e+001 -2.38407870e-006
2.00000000e+000 2.60000000e+001 -2.47187472e-006
2.00000000e+000 2.70000000e+001 -2.55817645e-006
2.00000000e+000 2.80000000e+001 -2.64280675e-006
2.00000000e+000 2.90000000e+001 -2.72560374e-006
2.00000000e+000 3.00000000e+001 -2.80637710e-006
2.00000000e+000 3.10000000e+001 -2.88495494e-006
2.00000000e+000 3.20000000e+001 -2.96113444e-006
2.00000000e+000 3.30000000e+001 -3.03472621e-006
2.00000000e+000 3.40000000e+001 -3.10554105e-006
2.00000000e+000 3.50000000e+001 -3.17335366e-006
2.00000000e+000 3.60000000e+001 -3.23798645e-006
2.00000000e+000 3.70000000e+001 -3.29923228e-006
2.00000000e+000 3.80000000e+001 -3.35688992e-006
2.00000000e+000 3.90000000e+001 -3.41076998e-006
2.00000000e+000 4.00000000e+001 -3.46067782e-006
2.00000000e+000 4.10000000e+001 -3.50643563e-006
2.00000000e+000 4.20000000e+001 -3.54788290e-006
2.00000000e+000 4.30000000e+001 -3.58483908e-006
2.00000000e+000 4.40000000e+001 -3.61717571e-006
2.00000000e+000 4.50000000e+001 -3.64475204e-006
2.00000000e+000 4.60000000e+001 -3.66745394e-006
2.00000000e+000 4.70000000e+001 -3.68517908e-006
2.00000000e+000 4.80000000e+001 -3.69785289e-006
2.00000000e+000 4.90000000e+001 -3.70542057e-006
2.00000000e+000 5.00000000e+001 -3.70785051e-006
2.00000000e+000 5.10000000e+001 -3.70513408e-006
2.00000000e+000 5.20000000e+001 -3.69727877e-006
2.00000000e+000 5.30000000e+001 -3.68432165e-006
2.00000000e+000 5.40000000e+001 -3.66632730e-006
2.00000000e+000 5.50000000e+001 -3.64337302e-006
2.00000000e+000 5.60000000e+001 -3.61556545e-006
2.00000000e+000 5.70000000e+001 -3.58301349e-006
2.00000000e+000 5.80000000e+001 -3.54585586e-006
2.00000000e+000 5.90000000e+001 -3.50424898e-006
2.00000000e+000 6.00000000e+001 -3.45835224e-006
2.00000000e+000 6.10000000e+001 -3.40833435e-006
2.00000000e+000 6.20000000e+001 -3.35437767e-006
2.00000000e+000 6.30000000e+001 -3.29667182e-006
2.00000000e+000 6.40000000e+001 -3.23541190e-006
2.00000000e+000 6.50000000e+001 -3.17079412e-006
2.00000000e+000 6.60000000e+001 -3.10301380e-006
2.00000000e+000 6.70000000e+001 -3.03226921e-006
2.00000000e+000 6.80000000e+001 -2.95875634e-006
2.00000000e+000 6.90000000e+001 -2.88267051e-006
2.00000000e+000 7.00000000e+001 -2.80420431e-006
2.00000000e+000 7.10000000e+001 -2.72354737e-006
2.00000000e+000 7.20000000e+001 -2.64087817e-006
2.00000000e+000 7.30000000e+001 -2.55636405e-006
2.00000000e+000 7.40000000e+001 -2.47018579e-006
2.00000000e+000 7.50000000e+001 -2.38250459e-006
2.00000000e+000 7.60000000e+001 -2.29347052e-006
2.00000000e+000 7.70000000e+001 -2.20322318e-006
2.00000000e+000 7.80000000e+001 -2.11190650e-006
2.00000000e+000 7.90000000e+001 -2.01964986e-006
2.00000000e+000 8.00000000e+001 -1.92657239e-006
2.00000000e+000 8.10000000e+001 -1.83277882e-006
2.00000000e+000 8.20000000e+001 -1.73836543e-006
2.00000000e+000 8.30000000e+001 -1.64342589e-006
2.00000000e+000 8.40000000e+001 -1.54804297e-006
2.00000000e+000 8.50000000e+001 -1.45228864e-006
2.00000000e+000 8.60000000e+001 -1.35623441e-006
2.00000000e+000 8.70000000e+001 -1.25993108e-006
2.00000000e+000 8.80000000e+001 -1.16342426e-006
2.00000000e+000 8.90000000e+001 -1.06676259e-006
2.00000000e+000 9.00000000e+001 -9.69983830e-007
2.00000000e+000 9.10000000e+001 -8.73114118e-007
2.00000000e+000 9.20000000e+001 -7.76183185e-007
2.00000000e+000 9.30000000e+001 -6.79203481e-007
2.00000000e+000 9.40000000e+001 -5.82202404e-007
2.00000000e+000 9.50000000e+001 -4.85177736e-007
2.00000000e+000 9.60000000e+001 -3.88150568e-007
2.00000000e+000 9.70000000e+001 -2.91115811e-007
2.00000000e+000 9.80000000e+001 -1.94079547e-007
2.00000000e+000 9.90000000e+001 -9.70402070e-008
2.00000000e+000 1.00000000e+002 0.00000000e+000
3.00000000e+000 0.00000000e+000 0.00000000e+000
3.00000000e+000 1.00000000e+000 -1.45670171e-007
3.00000000e+000 2.00000000e+000 -2.91344321e-007
3.00000000e+000 3.00000000e+000 -4.37017064e-007
3.00000000e+000 4.00000000e+000 -5.82683981e-007
3.00000000e+000 5.00000000e+000 -7.28338819e-007
3.00000000e+000 6.00000000e+000 -8.73981719e-007
3.00000000e+000 7.00000000e+000 -1.01959131e-006
3.00000000e+000 8.00000000e+000 -1.16515889e-006
3.00000000e+000 9.00000000e+000 -1.31065997e-006
3.00000000e+000 1.00000000e+001 -1.45606680e-006
3.00000000e+000 1.10000000e+001 -1.60134346e-006
3.00000000e+000 1.20000000e+001 -1.74644038e-006
3.00000000e+000 1.30000000e+001 -1.89130958e-006
3.00000000e+000 1.40000000e+001 -2.03589093e-006
3.00000000e+000 1.50000000e+001 -2.18011178e-006
3.00000000e+000 1.60000000e+001 -2.32389175e-006
3.00000000e+000 1.70000000e+001 -2.46712943e-006
3.00000000e+000 1.80000000e+001 -2.60971456e-006
3.00000000e+000 1.90000000e+001 -2.75152593e-006
3.00000000e+000 2.00000000e+001 -2.89243826e-006
3.00000000e+000 2.10000000e+001 -3.03230308e-006
3.00000000e+000 2.20000000e+001 -3.17095532e-006
3.00000000e+000 2.30000000e+001 -3.30821126e-006
3.00000000e+000 2.40000000e+001 -3.44389377e-006
3.00000000e+000 2.50000000e+001 -3.57779254e-006
3.00000000e+000 2.60000000e+001 -3.70968087e-006
3.00000000e+000 2.70000000e+001 -3.83932911e-006
3.00000000e+000 2.80000000e+001 -3.96649421e-006
3.00000000e+000 2.90000000e+001 -4.09090535e-006
3.00000000e+000 3.00000000e+001 -4.21230288e-006
3.00000000e+000 3.10000000e+001 -4.33040304e-006
3.00000000e+000 3.20000000e+001 -4.44492207e-006
3.00000000e+000 3.30000000e+001 -4.55556392e-006
3.00000000e+000 3.40000000e+001 -4.66202482e-006
3.00000000e+000 3.50000000e+001 -4.76401510e-006
3.00000000e+000 3.60000000e+001 -4.86121007e-006
3.00000000e+000 3.70000000e+001 -4.95332824e-006
3.00000000e+000 3.80000000e+001 -5.04005175e-006
3.00000000e+000 3.90000000e+001 -5.12109864e-006
3.00000000e+000 4.00000000e+001 -5.19619198e-006
3.00000000e+000 4.10000000e+001 -5.26504891e-006
3.00000000e+000 4.20000000e+001 -5.32741205e-006
3.00000000e+000 4.30000000e+001 -5.38304130e-006
3.00000000e+000 4.40000000e+001 -5.43170972e-006
3.00000000e+000 4.50000000e+001 -5.47321724e-006
3.00000000e+000 4.60000000e+001 -5.50738378e-006
3.00000000e+000 4.70000000e+001 -5.53406926e-006
3.00000000e+000 4.80000000e+001 -5.55315410e-006
3.00000000e+000 4.90000000e+001 -5.56455234e-006
3.00000000e+000 5.00000000e+001 -5.56820351e-006
3.00000000e+000 5.10000000e+001 -5.56411715e-006
3.00000000e+000 5.20000000e+001 -5.55229144e-006
3.00000000e+000 5.30000000e+001 -5.53278187e-006
3.00000000e+000 5.40000000e+001 -5.50568575e-006
3.00000000e+000 5.50000000e+001 -5.47112859e-006
3.00000000e+000 5.60000000e+001 -5.42926227e-006
3.00000000e+000 5.70000000e+001 -5.38027007e-006
3.00000000e+000 5.80000000e+001 -5.32435206e-006
3.00000000e+000 5.90000000e+001 -5.26173972e-006
3.00000000e+000 6.00000000e+001 -5.19267314e-006
3.00000000e+000 6.10000000e+001 -5.11741564e-006
3.00000000e+000 6.20000000e+001 -5.03624915e-006
3.00000000e+000 6.30000000e+001 -4.94945971e-006
3.00000000e+000 6.40000000e+001 -4.85732517e-006
3.00000000e+000 6.50000000e+001 -4.76014748e-006
3.00000000e+000 6.60000000e+001 -4.65822723e-006
3.00000000e+000 6.70000000e+001 -4.55186500e-006
3.00000000e+000 6.80000000e+001 -4.44135776e-006
3.00000000e+000 6.90000000e+001 -4.32699107e-006
3.00000000e+000 7.00000000e+001 -4.20905735e-006
3.00000000e+000 7.10000000e+001 -4.08783535e-006
3.00000000e+000 7.20000000e+001 -3.96360701e-006
3.00000000e+000 7.30000000e+001 -3.83663109e-006
3.00000000e+000 7.40000000e+001 -3.70716361e-006
3.00000000e+000 7.50000000e+001 -3.57544809e-006
3.00000000e+000 7.60000000e+001 -3.44171440e-006
3.00000000e+000 7.70000000e+001 -3.30617831e-006
3.00000000e+000 7.80000000e+001 -3.16904789e-006
3.00000000e+000 7.90000000e+001 -3.03051343e-006
3.00000000e+000 8.00000000e+001 -2.89075729e-006
3.00000000e+000 8.10000000e+001 -2.74993772e-006
3.00000000e+000 8.20000000e+001 -2.60820480e-006
3.00000000e+000 8.30000000e+001 -2.46569584e-006
3.00000000e+000 8.40000000e+001 -2.32253137e-006
3.00000000e+000 8.50000000e+001 -2.17881848e-006
3.00000000e+000 8.60000000e+001 -2.03466288e-006
3.00000000e+000 8.70000000e+001 -1.89013861e-006
3.00000000e+000 8.80000000e+001 -1.74532704e-006
3.00000000e+000 8.90000000e+001 -1.60029094e-006
3.00000000e+000 9.00000000e+001 -1.45508500e-006
3.00000000e+000 9.10000000e+001 -1.30974968e-006
3.00000000e+000 9.20000000e+001 -1.16433273e-006
3.00000000e+000 9.30000000e+001 -1.01884439e-006
3.00000000e+000 9.40000000e+001 -8.73325746e-007
3.00000000e+000 9.50000000e+001 -7.27782208e-007
3.00000000e+000 9.60000000e+001 -5.82228267e-007
3.00000000e+000 9.70000000e+001 -4.36671343e-007
3.00000000e+000 9.80000000e+001 -2.91110808e-007
3.00000000e+000 9.90000000e+001 -1.45553770e-007
3.00000000e+000 1.00000000e+002 0.00000000e+000
4.00000000e+000 0.00000000e+000 0.00000000e+000
4.00000000e+000 1.00000000e+000 -1.94230125e-007
4.00000000e+000 2.00000000e+000 -3.88459682e-007
4.00000000e+000 3.00000000e+000 -5.82690348e-007
4.00000000e+000 4.00000000e+000 -7.76915613e-007
4.00000000e+000 5.00000000e+000 -9.71136046e-007
4.00000000e+000 6.00000000e+000 -1.16534022e-006
4.00000000e+000 7.00000000e+000 -1.35951041e-006
4.00000000e+000 8.00000000e+000 -1.55363466e-006
4.00000000e+000 9.00000000e+000 -1.74767843e-006
4.00000000e+000 1.00000000e+001 -1.94161271e-006
4.00000000e+000 1.10000000e+001 -2.13537578e-006
4.00000000e+000 1.20000000e+001 -2.32892535e-006
4.00000000e+000 1.30000000e+001 -2.52218274e-006
4.00000000e+000 1.40000000e+001 -2.71507315e-006
4.00000000e+000 1.50000000e+001 -2.90749858e-006
4.00000000e+000 1.60000000e+001 -3.09935081e-006
4.00000000e+000 1.70000000e+001 -3.29050431e-006
4.00000000e+000 1.80000000e+001 -3.48079470e-006
4.00000000e+000 1.90000000e+001 -3.67009307e-006
4.00000000e+000 2.00000000e+001 -3.85820567e-006
4.00000000e+000 2.10000000e+001 -4.04494767e-006
4.00000000e+000 2.20000000e+001 -4.23008396e-006
4.00000000e+000 2.30000000e+001 -4.41340080e-006
4.00000000e+000 2.40000000e+001 -4.59463308e-006
4.00000000e+000 2.50000000e+001 -4.77349931e-006
4.00000000e+000 2.60000000e+001 -4.94970436e-006
4.00000000e+000 2.70000000e+001 -5.12295492e-006
4.00000000e+000 2.80000000e+001 -5.29291265e-006
4.00000000e+000 2.90000000e+001 -5.45921694e-006
4.00000000e+000 3.00000000e+001 -5.62151536e-006
4.00000000e+000 3.10000000e+001 -5.77944047e-006
4.00000000e+000 3.20000000e+001 -5.93258801e-006
4.00000000e+000 3.30000000e+001 -6.08057280e-006
4.00000000e+000 3.40000000e+001 -6.22300468e-006
